Time,Open,High,Low,Last,Change,%Change,Volume
5/16/14,79.6129,80.0874,79.0653,80.0418,0.5202,0.65%,73207597
5/19/14,79.8227,80.7262,79.6676,80.5984,0.5566,0.70%,35084338
5/20/14,80.5619,80.854,79.9779,80.3064,-0.292,-0.36%,36945989
5/21/14,80.4524,81.1186,80.4068,81.073,0.7666,0.95%,40366735
5/22/14,81.1642,81.657,81.0365,81.4289,0.3559,0.44%,33550187
5/23/14,81.5201,82.0403,81.3285,82.0221,0.5932,0.73%,24865066
5/27/14,82.3871,83.0624,82.3141,83.0441,1.022,1.25%,32572974
5/28/14,83.0168,83.1354,82.7156,82.7886,-0.2555,-0.31%,33397885
5/29/14,83.0898,83.327,82.9164,83.3179,0.5293,0.64%,36201056
5/30/14,83.3453,83.4548,82.889,83.327,0.0091,0.01%,32783034
6/2/14,83.4365,83.4457,82.7156,83.2449,-0.0821,-0.10%,33329282
6/3/14,82.962,83.3453,82.8616,83.2084,-0.0365,-0.04%,23870530
6/4/14,83.0076,83.6556,82.8707,83.5187,0.3103,0.37%,22056530
6/5/14,83.6008,84.3765,83.3088,84.2214,0.7027,0.84%,38991934
6/6/14,84.559,84.705,84.3674,84.705,0.4836,0.57%,24853471
6/9/14,84.7324,84.851,84.413,84.6411,-0.0639,-0.08%,25644427
6/10/14,84.559,84.8328,84.4677,84.7872,0.1461,0.17%,22612098
6/11/14,84.4951,84.8875,84.413,84.7689,-0.0183,-0.02%,25076681
6/12/14,84.5864,84.6776,83.7103,84.0023,-0.7666,-0.90%,38655342
6/13/14,84.3856,84.4586,83.8837,84.2487,0.2464,0.29%,43229326
6/16/14,84.1027,84.5681,83.9202,84.3217,0.073,0.09%,27634514
6/17/14,84.267,84.5955,84.121,84.3674,0.0457,0.05%,21899280
6/18/14,84.4586,84.9605,83.9385,84.8419,0.4745,0.56%,37820541
6/19/14,84.9605,85.0244,84.4039,84.7872,-0.0547,-0.06%,42108831
6/20/14,84.8229,84.9785,84.6674,84.887,0.0998,0.12%,28302350
6/23/14,84.8595,84.9327,84.6491,84.9053,0.0183,0.02%,22773005
6/24/14,84.9053,85.619,84.5759,84.8229,-0.0824,-0.10%,34912344
6/25/14,84.6308,85.5092,84.6216,85.3628,0.5399,0.64%,35866183
6/26/14,85.4177,85.4268,84.7497,85.4085,0.0457,0.05%,24668267
6/27/14,85.2896,85.7929,85.2713,85.7837,0.3752,0.44%,25006389
6/30/14,85.7471,86.1406,85.7105,85.9301,0.1464,0.17%,21600368
7/1/14,86.2046,87.1013,86.1955,86.8726,0.9425,1.10%,34821295
7/2/14,86.9092,87.1471,86.8451,87.019,0.1464,0.17%,20528700
7/3/14,87.2935,87.568,87.0647,87.568,0.549,0.63%,16711763
7/7/14,87.4673,87.5772,87.1379,87.3026,-0.2654,-0.30%,25427049
7/8/14,87.1471,87.202,85.8935,86.2504,-1.0522,-1.21%,44383852
7/9/14,86.4791,86.9915,86.2321,86.8909,0.6405,0.74%,32707584
7/10/14,85.8112,86.9732,85.6739,86.6164,-0.2745,-0.32%,48359262
7/11/14,86.8177,87.1745,86.5706,87.1745,0.5581,0.64%,21387704
7/14/14,87.568,87.8974,87.4216,87.6961,0.5216,0.60%,21397204
7/15/14,87.8242,87.9615,86.7719,87.3942,-0.3019,-0.34%,43146389
7/16/14,88.0164,88.117,87.6504,87.7419,0.3477,0.40%,24110665
7/17/14,87.5039,87.8151,86.3053,86.5798,-1.1621,-1.32%,47115032
7/18/14,87.0556,87.9981,86.9275,87.9523,1.3725,1.59%,40098095
7/21/14,87.7693,87.9889,87.4308,87.8425,-0.1098,-0.12%,32517982
7/22/14,88.2451,88.5379,88.1628,88.4007,0.5582,0.64%,28163557
7/23/14,88.7026,89.0686,88.5471,88.968,0.5673,0.64%,31635597
7/24/14,89.1235,89.2242,88.7392,88.8673,-0.1007,-0.11%,27001534
7/25/14,88.4373,88.6386,88.053,88.5196,-0.3477,-0.39%,32680606
7/28/14,88.5745,88.7758,87.8608,88.5471,0.0275,0.03%,27980942
7/29/14,88.7301,88.9405,88.3183,88.3915,-0.1556,-0.18%,29531622
7/30/14,88.8765,89.0503,88.3915,88.7392,0.3477,0.39%,38631153
7/31/14,88.0255,88.1536,86.8177,86.9458,-1.7934,-2.02%,54695582
8/1/14,86.7719,87.2386,86.0491,86.6255,-0.3203,-0.37%,66345552
8/4/14,86.836,87.5589,86.4883,87.2203,0.5948,0.69%,36316445
8/5/14,86.8726,87.1196,86.1497,86.5523,-0.668,-0.77%,55004996
8/6/14,86.0033,87.0281,85.9393,86.4883,-0.064,-0.07%,37629405
8/7/14,86.8817,87.0556,85.9118,86.2138,-0.2745,-0.32%,36364630
8/8/14,86.3602,86.9366,85.985,86.836,0.6222,0.72%,43975020
8/11/14,87.1562,87.6229,87.1105,87.3484,0.5124,0.59%,30909717
8/12/14,87.2752,87.5406,86.8634,87.3118,-0.0366,-0.04%,30773653
8/13/14,87.6687,88.2726,87.6229,88.236,0.9242,1.06%,30596273
8/14/14,88.3366,88.7118,88.236,88.6935,0.4575,0.52%,27328831
8/15/14,89.1784,89.334,88.2817,89.1235,0.43,0.48%,60332081
8/18/14,89.5719,89.8922,89.4621,89.8098,0.6863,0.77%,42554312
8/19/14,90.0203,90.368,89.9654,90.3131,0.5033,0.56%,23347195
8/20/14,90.2307,90.4961,90.1575,90.3131,0,0.00%,25611830
8/21/14,90.368,90.5418,90.2216,90.4961,0.183,0.20%,21135349
8/22/14,90.5327,90.8163,90.3314,90.6333,0.1372,0.15%,26993119
8/25/14,91.0634,91.2098,90.734,90.9536,0.3203,0.35%,26365040
8/26/14,91.0726,91.1458,90.8346,91.0451,0.0915,0.10%,21966914
8/27/14,91.0726,91.1732,90.8712,91.0634,0.0183,0.02%,17044212
8/28/14,90.7706,91.0726,90.6608,90.9628,-0.1006,-0.11%,25752039
8/29/14,91.1824,91.4203,90.8346,91.3013,0.3385,0.37%,19575725
9/2/14,91.5392,91.5941,91.1915,91.5667,0.2654,0.29%,20034282
9/3/14,91.7954,91.8137,90.8621,91.0268,-0.5399,-0.59%,28360500
9/4/14,91.2556,91.7039,90.7157,90.9444,-0.0824,-0.09%,26953889
9/5/14,91.1183,91.4569,90.615,91.402,0.4576,0.50%,33666456
9/8/14,91.402,91.8046,91.1549,91.5758,0.1738,0.19%,27956804
9/9/14,91.5575,91.9235,90.6425,90.8163,-0.7595,-0.83%,39833963
9/10/14,90.9353,91.6033,90.6791,91.5667,0.7504,0.83%,33966336
9/11/14,91.1732,91.5392,90.8072,91.4935,-0.0732,-0.08%,31432858
9/12/14,91.4111,91.4386,90.7431,91.0268,-0.4667,-0.51%,33273367
9/15/14,91.1275,91.1366,89.8647,90.1484,-0.8784,-0.96%,36034041
9/16/14,89.819,91.1092,89.7183,90.9353,0.7869,0.87%,41711262
9/17/14,90.9262,91.5026,90.5235,91.0726,0.1373,0.15%,40661437
9/18/14,91.3471,91.768,91.2556,91.7588,0.6862,0.75%,33000922
9/19/14,92.142,92.2338,91.3349,91.7018,-0.057,-0.06%,51158885
9/22/14,91.4816,91.4908,90.4544,90.8488,-0.853,-0.93%,53050510
9/23/14,90.5002,91.0047,90.4177,90.6011,-0.2477,-0.27%,37057859
9/24/14,90.6837,91.6192,90.381,91.5734,0.9723,1.07%,39205011
9/25/14,91.289,91.3991,89.6106,89.6472,-1.9262,-2.10%,74839117
9/26/14,89.9316,90.7662,89.7848,90.6011,0.9539,1.06%,61174279
9/29/14,89.7023,90.7295,89.6564,90.4819,-0.1192,-0.13%,36352545
9/30/14,90.7295,91.0781,90.1792,90.6103,0.1284,0.14%,45610825
10/1/14,90.381,90.4452,88.8768,89.1611,-1.4492,-1.60%,63415549
10/2/14,89.1428,89.4363,88.0238,89.1611,0,0.00%,59421333
10/3/14,89.6656,90.4085,89.3721,90.0416,0.8805,0.99%,45385589
10/6/14,90.3168,90.5461,89.5739,89.849,-0.1926,-0.21%,39291936
10/7/14,89.4179,89.6839,88.5649,88.5741,-1.2749,-1.42%,49230104
10/8/14,88.6567,90.5828,88.1063,90.2985,1.7244,1.95%,70793153
10/9/14,90.1884,90.4085,88.7025,88.8401,-1.4584,-1.62%,68138816
10/10/14,88.3173,88.8126,86.6021,86.6205,-2.2196,-2.50%,84582734
10/13/14,86.4829,87.1249,85.1896,85.263,-1.3575,-1.57%,88133254
10/14/14,85.85,86.3728,85.0337,85.2722,0.0092,0.01%,78297321
10/15/14,83.9698,85.0796,82.7682,84.7219,-0.5503,-0.65%,118673703
10/16/14,82.9425,84.9145,82.9058,84.1899,-0.532,-0.63%,101576069
10/17/14,85.2905,86.116,84.8044,85.2997,1.1098,1.32%,75824929
10/20/14,85.263,86.648,85.1163,86.5746,1.2749,1.49%,45223677
10/21/14,87.6294,88.8493,87.4276,88.8493,2.2747,2.63%,58449218
10/22/14,89.1153,89.2437,88.3356,88.3907,-0.4586,-0.52%,42714719
10/23/14,89.262,90.2159,89.1244,89.7206,1.3299,1.50%,52467998
10/24/14,89.849,90.5186,89.5555,90.4544,0.7338,0.82%,47058042
10/27/14,90.2526,90.6837,89.9041,90.5186,0.0642,0.07%,32212775
10/28/14,90.8946,91.9036,90.8763,91.8852,1.3666,1.51%,37608985
10/29/14,91.5734,91.8302,90.8946,91.5458,-0.3394,-0.37%,44213659
10/30/14,91.1423,91.9586,90.9313,91.7385,0.1927,0.21%,39179717
10/31/14,93.2518,93.3252,92.7015,93.0042,1.2657,1.38%,59151796
11/3/14,93.1234,93.527,93.0317,93.2794,0.2752,0.30%,36503313
11/4/14,92.9675,93.206,92.3346,92.9675,-0.3119,-0.33%,24829016
11/5/14,93.5545,93.582,92.6465,92.9767,0.0092,0.01%,28149327
11/6/14,92.9308,93.2977,92.5639,93.2702,0.2935,0.32%,26899110
11/7/14,93.4353,93.472,92.7015,93.1876,-0.0826,-0.09%,22821284
11/10/14,93.2335,93.6371,92.9859,93.5178,0.3302,0.35%,22197972
11/11/14,93.5362,93.8113,93.2794,93.8113,0.2935,0.31%,16849090
11/12/14,93.4353,94.0773,93.4353,93.9764,0.1651,0.18%,24040862
11/13/14,94.1507,94.7285,93.9397,94.38,0.4036,0.43%,30557856
11/14/14,94.3525,94.6735,94.0406,94.6735,0.2935,0.31%,20989181
11/17/14,94.4534,94.6643,93.9397,94.3892,-0.2843,-0.30%,25470523
11/18/14,94.4717,95.2238,94.4626,95.0954,0.7062,0.75%,28714317
11/19/14,94.9945,94.9945,94.2241,94.6643,-0.4311,-0.45%,25905122
11/20/14,94.2608,95.1688,94.1874,95.0862,0.4219,0.45%,24938924
11/21/14,95.9301,96.0218,94.967,95.2697,0.1835,0.19%,37122823
11/24/14,95.5265,96.0585,95.4439,96.0126,0.7429,0.78%,19546641
11/25/14,96.1594,96.4437,95.9117,96.1594,0.1468,0.15%,19108015
11/26/14,96.2511,96.8381,96.1502,96.7831,0.6237,0.65%,20686621
11/28/14,97.0307,97.4526,96.9757,97.2325,0.4494,0.46%,18927581
12/1/14,96.9665,97.15,95.7742,96.1319,-1.1006,-1.13%,39216460
12/2/14,96.2327,96.6913,96.031,96.5171,0.3852,0.40%,28381119
12/3/14,96.6638,96.8289,96.086,96.6913,0.1742,0.18%,35951016
12/4/14,96.5905,97.0215,96.2419,96.6455,-0.0458,-0.05%,33807956
12/5/14,96.8014,96.9482,96.4345,96.6547,0.0092,0.01%,27935188
12/8/14,96.407,96.8289,95.4531,95.9668,-0.6879,-0.71%,35636333
12/9/14,94.8478,96.3428,94.5084,96.2694,0.3026,0.32%,50190857
12/10/14,96.0952,96.3336,94.5818,94.7561,-1.5133,-1.57%,42880536
12/11/14,95.0312,96.3428,95.0129,95.2055,0.4494,0.47%,51870838
12/12/14,94.2975,95.3797,94.1599,94.169,-1.0365,-1.09%,51122180
12/15/14,94.6552,95.0037,92.9308,93.1968,-0.9722,-1.03%,57750039
12/16/14,92.619,93.9856,91.6834,91.7018,-1.495,-1.60%,71180004
12/17/14,91.766,93.6371,91.6467,93.3711,1.6693,1.82%,86911443
12/18/14,94.7102,95.6274,94.4534,95.6182,2.2471,2.41%,54340215
12/19/14,95.7165,96.4254,95.4772,96.0388,0.4206,0.44%,55853717
12/22/14,95.8823,96.3057,95.8362,96.2781,0.2393,0.25%,36789577
12/23/14,96.628,96.6372,95.827,95.9375,-0.3406,-0.35%,32757270
12/24/14,96.0572,96.3886,95.9927,96.0204,0.0829,0.09%,15523603
12/26/14,96.2965,96.9041,96.2689,96.7016,0.6812,0.71%,15124967
12/29/14,96.6095,96.8949,96.5543,96.6832,-0.0184,-0.02%,18545931
12/30/14,96.407,96.628,95.9099,96.0388,-0.6444,-0.67%,20208069
12/31/14,96.2045,96.5819,94.9156,95.0537,-0.9851,-1.03%,26468226
1/2/15,95.5232,95.9283,94.308,94.7683,-0.2854,-0.30%,34014802
1/5/15,94.354,94.4645,93.1112,93.3782,-1.3901,-1.47%,39670345
1/6/15,93.5163,93.6728,91.7119,92.1261,-1.2521,-1.34%,71914198
1/7/15,92.7338,93.5347,92.5128,93.3137,1.1876,1.29%,40817534
1/8/15,94.1055,95.2839,94.0042,95.0997,1.786,1.91%,43680071
1/9/15,95.3943,95.4219,93.9213,94.4737,-0.626,-0.66%,44980711
1/12/15,94.6578,94.7591,93.2493,93.4887,-0.985,-1.04%,37072620
1/13/15,94.4001,95.3943,92.7061,93.461,-0.0277,-0.03%,61005090
1/14/15,92.522,93.4242,92.1261,92.9455,-0.5155,-0.55%,55782363
1/15/15,93.3045,93.5255,91.629,91.7395,-1.206,-1.30%,55403483
1/16/15,91.6198,92.9363,91.4725,92.8166,1.0771,1.17%,38411417
1/20/15,93.3782,93.7925,92.3287,93.5531,0.7365,0.79%,33633965
1/21/15,93.2769,94.4737,92.9455,94.0318,0.4787,0.51%,43588928
1/22/15,94.4001,95.8731,93.5715,95.7718,1.74,1.85%,44412710
1/23/15,95.7626,96.2781,95.4864,95.9835,0.2117,0.22%,37782174
1/26/15,95.8731,96.048,95.3851,95.8731,-0.1104,-0.12%,21681970
1/27/15,94.3632,94.4185,93.0744,93.3874,-2.4857,-2.59%,49155288
1/28/15,94.888,94.9893,92.8903,92.9087,-0.4787,-0.51%,47350402
1/29/15,92.835,93.9766,92.0249,93.8017,0.893,0.96%,50552710
1/30/15,93.7188,94.4369,92.9455,93.0744,-0.7273,-0.78%,46629150
2/2/15,93.2861,93.9674,91.8315,93.8845,0.8101,0.87%,47386274
2/3/15,94.2251,94.8512,93.6083,94.7867,0.9022,0.96%,33401847
2/4/15,94.4001,95.3299,94.1883,94.7039,-0.0828,-0.09%,37011254
2/5/15,94.9432,95.5877,94.7039,95.5232,0.8193,0.87%,25640960
2/6/15,95.6705,95.9007,94.6026,94.9432,-0.58,-0.61%,37115554
2/9/15,94.575,95.0905,94.4093,94.6394,-0.3038,-0.32%,24553759
2/10/15,95.1642,96.2413,95.0169,96.1124,1.473,1.56%,25728946
2/11/15,96.2229,96.6832,96.0388,96.4622,0.3498,0.36%,22054351
2/12/15,97.0791,97.6222,96.941,97.5854,1.1232,1.16%,24462071
2/13/15,97.8616,98.4416,97.6775,98.4232,0.8378,0.86%,31533406
2/17/15,98.4232,98.5797,98.1746,98.5152,0.092,0.09%,19199411
2/18/15,98.3955,98.7086,98.2667,98.6533,0.1381,0.14%,16455924
2/19/15,98.5889,99.2057,98.5613,99.1412,0.4879,0.49%,21537849
2/20/15,99.0768,99.8593,98.7638,99.8041,0.6629,0.67%,30780116
2/23/15,99.7488,99.933,99.5279,99.9053,0.1012,0.10%,19408625
2/24/15,99.7765,100.0987,99.4727,99.979,0.0737,0.07%,21447574
2/25/15,99.8317,100.2184,99.5095,99.7304,-0.2486,-0.25%,21151366
2/26/15,99.8317,100.292,99.5555,100.2368,0.5064,0.51%,24174434
2/27/15,100.1999,100.2644,99.6384,99.7949,-0.4419,-0.44%,30150971
3/2/15,99.9882,100.7339,99.9698,100.6971,0.9022,0.90%,24970857
3/3/15,100.4025,100.4945,99.5923,100.2276,-0.4695,-0.47%,22581480
3/4/15,99.8961,100.0434,99.2977,99.8409,-0.3867,-0.39%,22818830
3/5/15,100.0987,100.3104,99.6016,100.0158,0.1749,0.18%,16707278
3/6/15,99.8869,100.0803,98.6349,98.8835,-1.1323,-1.13%,33662523
3/9/15,99.086,99.4174,98.6809,99.1689,0.2854,0.29%,28499463
3/10/15,98.46,98.4876,97.3276,97.3276,-1.8413,-1.86%,37186378
3/11/15,97.4381,97.5946,96.7292,96.766,-0.5616,-0.58%,27655056
3/12/15,96.6924,97.5117,96.628,97.4013,0.6353,0.66%,23324679
3/13/15,97.346,97.6959,96.3702,96.9778,-0.4235,-0.43%,45644495
3/16/15,97.3368,98.2667,97.2356,98.2298,1.252,1.29%,27887829
3/17/15,97.9536,98.5428,97.7327,98.3863,0.1565,0.16%,21294206
3/18/15,98.1194,99.8041,97.613,99.353,0.9667,0.98%,44124859
3/19/15,99.4542,99.7765,99.307,99.5003,0.1473,0.15%,34014142
3/20/15,100.3198,100.6427,100.126,100.1444,0.6441,0.65%,34420941
3/23/15,100.0891,100.3659,99.9138,99.9507,-0.1937,-0.19%,18714465
3/24/15,99.9414,100.4028,99.5724,99.5908,-0.3599,-0.36%,24324640
3/25/15,99.7477,99.8399,97.2747,97.3116,-2.2792,-2.29%,45063225
3/26/15,96.5089,97.5331,96.1859,96.9795,-0.3321,-0.34%,51852563
3/27/15,96.961,97.5977,96.8134,97.367,0.3875,0.40%,36715089
3/30/15,97.9576,98.5666,97.9576,98.4835,1.1165,1.15%,33129884
3/31/15,98.2067,98.4097,97.4132,97.4408,-1.0427,-1.06%,33041017
4/1/15,97.4408,97.4593,96.3059,96.9333,-0.5075,-0.52%,35731176
4/2/15,97.0256,97.3116,96.6842,96.9979,0.0646,0.07%,20768911
4/6/15,96.4258,98.0591,96.2782,97.7915,0.7936,0.82%,26498497
4/7/15,97.7361,98.4558,97.6254,97.6254,-0.1661,-0.17%,21002014
4/8/15,97.6623,98.5389,97.6531,98.4005,0.7751,0.79%,28032846
4/9/15,98.382,99.0556,98.0222,99.0187,0.6182,0.63%,25050203
4/10/15,98.9818,99.4339,98.7603,99.4247,0.406,0.41%,18601548
4/13/15,99.4985,100.006,99.0648,99.1756,-0.2491,-0.25%,19272481
4/14/15,99.1663,99.3601,98.3267,98.8895,-0.2861,-0.29%,25744878
4/15/15,99.1479,99.72,99.0279,99.5078,0.6183,0.63%,22897675
4/16/15,99.2402,99.5447,99.1018,99.3693,-0.1385,-0.14%,17551307
4/17/15,98.4189,98.6865,97.3947,97.8192,-1.5501,-1.56%,50408702
4/20/15,98.3082,99.4616,98.2713,99.2863,1.4671,1.50%,31369672
4/21/15,99.8584,100.0337,99.5908,99.7108,0.4245,0.43%,24665464
4/22/15,99.9691,100.4213,99.3232,100.2552,0.5444,0.55%,23223451
4/23/15,99.9138,101.0856,99.8953,100.6335,0.3783,0.38%,31941123
4/24/15,101.6946,102.1376,101.5285,101.9991,1.3656,1.36%,35230167
4/27/15,102.3775,102.5712,101.5193,101.7408,-0.2583,-0.25%,33727221
4/28/15,101.8146,102.0084,100.6796,101.5378,-0.203,-0.20%,39934740
4/29/15,100.9749,101.5655,100.3474,100.9011,-0.6367,-0.63%,36894546
4/30/15,100.329,100.735,98.788,99.314,-1.5871,-1.57%,47771551
5/1/15,99.7015,100.6889,99.6831,100.6243,1.3103,1.32%,35627007
5/4/15,100.9472,101.4178,100.735,100.7904,0.1661,0.17%,25475556
5/5/15,100.3936,100.5781,99.1018,99.1479,-1.6425,-1.63%,51849325
5/6/15,99.3232,99.6093,97.8099,98.4651,-0.6828,-0.69%,46261471
5/7/15,98.4374,99.3324,98.3636,99.0556,0.5905,0.60%,31792225
5/8/15,100.0799,100.5043,99.9322,100.2921,1.2365,1.25%,35788487
5/11/15,100.3567,100.5597,99.8307,99.9045,-0.3876,-0.39%,21327035
5/12/15,99.314,99.9599,98.5481,99.4524,-0.4521,-0.45%,36483922
5/13/15,99.8861,100.4028,99.5078,99.6554,0.203,0.20%,22474918
5/14/15,100.4674,101.1964,100.0983,101.1133,1.4579,1.46%,25905813
5/15/15,101.3994,101.5101,100.8642,101.1133,0,0.00%,25941793
5/18/15,100.9472,101.7592,100.8734,101.5562,0.4429,0.44%,19107438
5/19/15,101.667,101.8238,101.2794,101.4455,-0.1107,-0.11%,15402903
5/20/15,101.5193,102.1191,100.9749,101.5101,0.0646,0.06%,22901261
5/21/15,101.3348,102.1745,101.1871,102.0361,0.526,0.52%,18176171
5/22/15,101.9161,102.3036,101.8515,101.9346,-0.1015,-0.10%,14677769
5/26/15,101.7131,101.8515,100.3567,100.7627,-1.1719,-1.15%,27622652
5/27/15,101.0672,102.4974,100.8457,102.3867,1.624,1.61%,33132579
5/28/15,102.1929,102.4328,101.8423,102.156,-0.2307,-0.23%,18751210
5/29/15,102.0914,102.2298,101.3071,101.547,-0.609,-0.60%,32927002
6/1/15,102.0914,102.1652,101.0579,101.8884,0.3414,0.34%,26627471
6/2/15,101.5101,102.0637,101.0118,101.5655,-0.3229,-0.32%,21078195
6/3/15,102.0268,102.2483,101.6208,101.87,0.3045,0.30%,22224352
6/4/15,101.2979,101.9438,100.7719,101.0949,-0.7751,-0.76%,34001616
6/5/15,100.9749,101.2148,100.2367,100.855,-0.2399,-0.24%,24537582
6/8/15,100.8088,100.8826,99.6277,99.8307,-1.0243,-1.02%,26604820
6/9/15,99.5908,100.0245,98.9172,99.6646,-0.1661,-0.17%,29861880
6/10/15,99.923,101.3255,99.8953,101.0303,1.3657,1.37%,32834765
6/11/15,101.3717,101.6393,101.0026,101.1779,0.1476,0.15%,19066577
6/12/15,100.6427,100.855,100.209,100.3474,-0.8305,-0.82%,29478461
6/15/15,99.6,100.006,99.0187,99.8492,-0.4982,-0.50%,33854558
6/16/15,99.7477,100.5597,99.7015,100.3936,0.5444,0.55%,17834800
6/17/15,100.5597,100.9934,100.0522,100.6704,0.2768,0.28%,25247439
6/18/15,101.0395,102.3129,100.9841,102.1376,1.4672,1.46%,46635571
6/19/15,102.1877,102.2617,101.5588,101.6328,-0.5048,-0.49%,30142420
6/22/15,102.3819,102.6871,102.1507,102.3819,0.7491,0.74%,20674284
6/23/15,102.4929,102.5576,102.0397,102.4651,0.0832,0.08%,19600722
6/24/15,102.3449,102.7796,101.9102,101.938,-0.5271,-0.51%,17100869
6/25/15,102.3357,102.4374,101.568,101.7345,-0.2035,-0.20%,19815559
6/26/15,101.716,101.9472,100.6802,101.0593,-0.6752,-0.66%,34936798
6/29/15,99.9403,100.4952,98.627,98.6732,-2.3861,-2.36%,55008279
6/30/15,99.4131,99.6258,98.7195,99.0247,0.3515,0.36%,37638045
7/1/15,100.005,100.2085,99.3484,99.8108,0.7861,0.79%,23022856
7/2/15,100.0975,100.1807,99.5333,99.8385,0.0277,0.03%,22164896
7/6/15,99.2096,100.1807,98.9969,99.6073,-0.2312,-0.23%,26286171
7/7/15,99.7183,99.9495,97.8778,99.857,0.2497,0.25%,47824276
7/8/15,99.1449,99.2651,97.9333,98.1183,-1.7387,-1.74%,42916158
7/9/15,99.4224,99.5148,98.0536,98.0628,-0.0555,-0.06%,30686841
7/10/15,99.3669,99.931,99.0062,99.5611,1.4983,1.53%,28561967
7/13/15,100.4212,101.3923,100.412,101.3091,1.748,1.76%,27875264
7/14/15,101.4478,102.2524,101.3923,101.975,0.6659,0.66%,23762639
7/15/15,102.1692,102.4836,101.7992,102.0859,0.1109,0.11%,30957701
7/16/15,102.9276,103.5472,102.7241,103.5287,1.4428,1.41%,32263194
7/17/15,104.3611,105.0547,104.1854,105.0547,1.526,1.47%,38845716
7/20/15,105.2767,105.7946,104.953,105.4154,0.3607,0.34%,28695193
7/21/15,105.4524,105.6189,105.0455,105.3507,-0.0647,-0.06%,38350491
7/22/15,103.7414,104.6663,103.7414,104.1576,-1.1931,-1.13%,38465222
7/23/15,104.2501,104.6016,103.501,103.7692,-0.3884,-0.37%,27786066
7/24/15,104.3241,104.5091,102.5946,102.7518,-1.0174,-0.98%,33350716
7/27/15,102.1692,102.6131,101.679,101.901,-0.8508,-0.83%,38919217
7/28/15,102.3542,102.9831,101.5403,102.7796,0.8786,0.86%,36279467
7/29/15,103.0016,103.39,102.6039,103.168,0.3884,0.38%,28884409
7/30/15,102.9276,103.8339,102.3079,103.6582,0.4902,0.48%,27504732
7/31/15,103.9819,104.0374,103.3253,103.538,-0.1202,-0.12%,23875739
8/3/15,103.5565,103.8432,102.5299,103.2143,-0.3237,-0.31%,27032974
8/4/15,103.168,103.353,102.5946,103.0201,-0.1942,-0.19%,23930444
8/5/15,103.5935,104.5091,103.4732,103.8154,0.7953,0.77%,31345109
8/6/15,103.9079,104.0466,101.6883,102.1507,-1.6647,-1.60%,45547903
8/7/15,101.901,102.2617,101.1796,102.0212,-0.1295,-0.13%,32444726
8/10/15,102.6686,103.4085,102.6594,103.1865,1.1653,1.14%,23247548
8/11/15,102.6409,103.0386,101.2998,101.864,-1.3225,-1.28%,39058050
8/12/15,101.1611,102.4189,100.0883,102.2154,0.3514,0.34%,45292204
8/13/15,102.3172,102.8073,101.827,102.0489,-0.1665,-0.16%,24339396
8/14/15,101.8085,102.3542,101.605,102.2062,0.1573,0.15%,19381219
8/17/15,101.9565,103.0848,101.6975,103.057,0.8508,0.83%,22949344
8/18/15,102.9183,103.0016,102.3911,102.5299,-0.5271,-0.51%,15120462
8/19/15,102.2154,102.7611,101.2628,101.8547,-0.6752,-0.66%,45965179
8/20/15,100.9114,101.2351,99.0247,99.0339,-2.8208,-2.77%,62439036
8/21/15,97.6374,98.4697,94.7056,94.7056,-4.3283,-4.37%,105706235
8/24/15,87.1495,94.8258,78.3726,91.0616,-3.644,-3.85%,163084124
8/25/15,94.4004,95.02,90.6454,90.7194,-0.3422,-0.38%,81188821
8/26/15,93.3738,95.4732,91.4963,95.2882,4.5688,5.04%,112561830
8/27/15,96.6663,97.7668,95.5194,97.7021,2.4139,2.53%,75014246
8/28/15,97.1842,98.0351,96.9715,97.6836,-0.0185,-0.02%,53975368
8/31/15,97.138,97.6744,96.2316,96.472,-1.2116,-1.24%,42762534
9/1/15,94.0674,95.5287,93.0686,93.457,-3.015,-3.13%,79099093
9/2/15,95.1495,96.1114,94.0582,96.0929,2.6359,2.82%,47535326
9/3/15,96.472,97.1287,95.353,95.6212,-0.4717,-0.49%,48798448
9/4/15,94.3079,95.1218,93.9564,94.4836,-1.1376,-1.19%,53391492
9/8/15,96.2963,97.2674,95.8986,97.1472,2.6636,2.82%,40377501
9/9/15,98.294,98.3218,95.8061,96.0559,-1.0913,-1.12%,50977153
9/10/15,95.9449,97.7391,95.8339,97.101,1.0451,1.09%,51561018
9/11/15,96.657,97.6374,96.3796,97.6374,0.5364,0.55%,31470732
9/14/15,97.9981,98.0166,96.9715,97.3414,-0.296,-0.30%,21320873
9/15/15,97.5726,98.7934,97.2119,98.4882,1.1468,1.18%,32459228
9/16/15,98.5067,99.1356,98.1645,99.0432,0.555,0.56%,33874442
9/17/15,98.9414,100.5507,98.627,99.0801,0.0369,0.04%,60700953
9/18/15,97.5597,98.8298,97.5041,97.6709,-1.4092,-1.42%,52187946
9/21/15,98.2087,98.7835,97.0961,97.9769,0.306,0.31%,38585098
9/22/15,96.475,96.8087,95.6128,96.5121,-1.4648,-1.50%,51083071
9/23/15,96.7716,97.0312,96.0856,96.5862,0.0741,0.08%,23487102
9/24/15,95.6498,96.5955,94.8154,96.2339,-0.3523,-0.36%,41294288
9/25/15,97.263,97.3557,94.8247,95.4181,-0.8158,-0.85%,48214372
9/28/15,95.0101,95.075,92.4235,92.7016,-2.7165,-2.85%,47542859
9/29/15,92.9334,93.8791,91.552,92.2195,-0.4821,-0.52%,53192792
